event_key,occurred_at,module,route_id,destination,transport,exchange,state_code,elapsed_seconds,session_ref,trace_id,fault
EVT-0003861,2026-09-10 11:36:02,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.345,SESS-C3F83D0919,REQ-FA28E169AAC3,
EVT-0003894,2026-09-13 21:22:27,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.452,SESS-5A5E2249B0,REQ-E29C8AE06E96,
EVT-0003897,2026-09-16 04:48:54,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.119,SESS-89365196EE,REQ-56BA38E72980,
EVT-0003932,2026-09-16 17:28:55,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.212,SESS-08D56637A3,REQ-04CD160B2745,
EVT-0003942,2026-09-13 04:31:51,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.73,SESS-05117F3273,REQ-DCBA9EC1566F,
EVT-0003943,2026-09-12 03:46:36,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.762,SESS-FF05E1DA5E,REQ-90982A853339,
EVT-0003958,2026-09-14 21:41:05,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.047,SESS-780299C983,REQ-3DD3E26AC60D,
EVT-0004010,2026-09-12 05:41:45,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.709,SESS-DA8C808FA8,REQ-2A762BCA2989,
EVT-0004024,2026-09-13 16:44:57,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.582,SESS-21CEE217FA,REQ-33DE8079F829,
EVT-0004049,2026-09-12 15:01:25,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,13.553,SESS-D972D31B8E,REQ-8BF89B5D8872,AUTH_401|Authentication|Service credential rejected
EVT-0004068,2026-09-11 10:21:00,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.927,SESS-176F957692,REQ-D21353C728EB,
EVT-0004097,2026-09-13 13:42:48,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.076,SESS-58E282FFDE,REQ-5448B6A21B66,
EVT-0004111,2026-09-10 02:46:55,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.384,SESS-7A580B2F0B,REQ-FBA3B4DC6F1C,
EVT-0004114,2026-09-11 17:08:50,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.827,SESS-1F9D16D7F2,REQ-80AF6EA01D75,
EVT-0004117,2026-09-10 19:40:46,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,10.016,SESS-F1FD57455F,REQ-0EA75D5C88EC,
EVT-0004121,2026-09-14 04:08:50,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,18.277,SESS-861CDFE442,REQ-C296A4835C00,
EVT-0004127,2026-09-11 20:25:35,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,9,84.848,SESS-80382D9D00,REQ-05F31DDDA6F5,TIME_004|Timeout|Downstream response exceeded SLA
EVT-0004148,2026-09-13 23:46:51,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.974,SESS-2A5A569131,REQ-49FABD64C87B,
EVT-0004158,2026-09-15 06:30:33,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.136,SESS-AC6FEFEB83,REQ-D87D1BCE56C9,
EVT-0004193,2026-09-11 16:38:21,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.168,SESS-7548623E02,REQ-4558C4B5A8D3,
EVT-0004217,2026-09-15 20:13:39,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,46.391,SESS-DF64B4DDA4,REQ-317E0DE885DA,VAL_400|Validation|Required business field failed validation
EVT-0004224,2026-09-16 16:20:18,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.994,SESS-2CE3A5A097,REQ-0D6CB41131C3,
EVT-0004241,2026-09-13 17:42:48,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.646,SESS-6A8CB9E2D3,REQ-464B7073FDB6,
EVT-0004260,2026-09-15 19:18:49,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.189,SESS-9C1D07D3B3,REQ-A9CFE91C79CF,
EVT-0004270,2026-09-10 10:33:20,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.886,SESS-5CEECB7A5C,REQ-D88DD3C5E69E,
EVT-0004275,2026-09-10 01:11:54,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.275,SESS-B2968A944B,REQ-CB3C9F76312C,
EVT-0004301,2026-09-11 14:11:53,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.19,SESS-66B91DFC82,REQ-F3DB50392F27,
EVT-0004304,2026-09-11 01:57:00,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.971,SESS-2682EAC542,REQ-4978C558B516,
EVT-0004315,2026-09-14 21:26:04,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.477,SESS-8C54F84C49,REQ-1AD3605C2393,
EVT-0004320,2026-09-10 13:42:17,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,30.225,SESS-AC061C2AC9,REQ-4FEF535D0E77,DB_COMMIT_014|Database|Transaction commit failed
EVT-0004331,2026-09-10 00:05:40,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.963,SESS-88CE9FA78C,REQ-FB8C958B1C16,
EVT-0004333,2026-09-11 00:07:50,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,14.883,SESS-E32E153964,REQ-0750523F87E1,AUTHZ_403|Authorization|Caller is not authorized
EVT-0004339,2026-09-15 19:48:51,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.418,SESS-CA60D04330,REQ-A99BAF595823,
EVT-0004362,2026-09-11 13:01:20,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.434,SESS-9BA9AFF8DC,REQ-7B96223AF2EE,
EVT-0004366,2026-09-10 07:58:53,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.024,SESS-87F48D3850,REQ-E4B381AC82D5,
EVT-0004367,2026-09-16 14:08:39,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,19.113,SESS-1A0CC719D7,REQ-0D1C5B39FD79,
EVT-0004377,2026-09-13 04:38:47,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.1,SESS-25B6E13836,REQ-86BDDA3352B4,
EVT-0004378,2026-09-16 12:17:08,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.302,SESS-6CF4C0D015,REQ-31EEB4723F74,
EVT-0004402,2026-09-16 23:35:10,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.554,SESS-6D9AE43E03,REQ-8CF9D961CA17,
EVT-0004414,2026-09-15 10:22:36,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.371,SESS-5599D4EDAF,REQ-C523E02433B4,
EVT-0004424,2026-09-12 06:48:09,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.734,SESS-13BD759D2C,REQ-FE31E07BA5C1,
EVT-0004429,2026-09-13 20:48:17,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.296,SESS-9A65D334C5,REQ-8EB3B75E175C,
EVT-0004450,2026-09-12 22:59:27,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,17.55,SESS-C2D7855652,REQ-791538F130EC,INFRA_008|Infrastructure|Runtime node unavailable
EVT-0004456,2026-09-12 17:07:28,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.41,SESS-DB0D07AC65,REQ-08ABDC453D4A,
EVT-0004471,2026-09-12 09:41:28,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,8.772,SESS-CBABEE7606,REQ-45FF583BC124,
EVT-0004482,2026-09-16 21:22:29,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.669,SESS-BC0132ACC3,REQ-A48CFDD0298D,
EVT-0004503,2026-09-15 00:36:47,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,10.015,SESS-F91C67956F,REQ-E6DA859FDA69,
EVT-0004510,2026-09-13 17:39:28,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,41.749,SESS-34AE6AB629,REQ-9BBA86A51084,AUTH_401|Authentication|Service credential rejected
EVT-0004538,2026-09-15 00:44:50,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,9,8.888,SESS-A2991F3D6C,REQ-9CF802039AE0,INFRA_008|Infrastructure|Runtime node unavailable
EVT-0004610,2026-09-16 12:41:17,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.204,SESS-AF59DA53AB,REQ-60CBF8B7F6CA,
EVT-0004654,2026-09-11 01:55:45,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.532,SESS-B8B6D7557B,REQ-328E8763FE41,
EVT-0004663,2026-09-10 04:20:04,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.646,SESS-FD64D9FFD4,REQ-9EBE570C5D79,
EVT-0004678,2026-09-10 00:03:41,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.257,SESS-6EB81ED911,REQ-4B67BDFB1D77,
EVT-0004696,2026-09-16 17:19:27,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.513,SESS-555F584CE9,REQ-9301BA6BD5E1,
EVT-0004707,2026-09-15 09:23:15,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.442,SESS-3E6CD5BED4,REQ-024B72262639,
EVT-0004724,2026-09-11 20:07:16,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.215,SESS-F233906C28,REQ-3E22DCEA66EF,
EVT-0004728,2026-09-10 03:44:32,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.262,SESS-23C59A2549,REQ-DBB7E6003AB8,
EVT-0004757,2026-09-13 19:13:51,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.159,SESS-C0330FC052,REQ-9DCA95589771,
EVT-0004766,2026-09-14 11:38:36,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.785,SESS-9FD402278C,REQ-6A2F8004106C,
EVT-0004769,2026-09-12 13:41:24,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.349,SESS-E42C8396FD,REQ-7E60B9549FEB,
EVT-0004809,2026-09-10 06:01:46,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.425,SESS-95D5B67302,REQ-2155C8C7E506,
EVT-0004830,2026-09-14 07:09:04,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.7,SESS-DAABE8E861,REQ-C97130D4D1FB,
EVT-0004836,2026-09-15 16:35:37,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,9.127,SESS-8AD219EDB1,REQ-9C4DB840A0B8,
EVT-0004846,2026-09-12 23:56:38,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.606,SESS-7FFF4061BB,REQ-1695307BABDF,
EVT-0004851,2026-09-13 06:32:22,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,18.241,SESS-46F9DD8B74,REQ-5A85874B1227,
EVT-0004864,2026-09-14 05:50:15,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.588,SESS-844BC24637,REQ-AE628357E150,
EVT-0004871,2026-09-16 12:06:47,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,9,63.648,SESS-78C338AB5F,REQ-A0FA9D33F667,AUTHZ_403|Authorization|Caller is not authorized
EVT-0004905,2026-09-16 14:54:50,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.072,SESS-6EE2FCA233,REQ-F692104FEE7B,
EVT-0004955,2026-09-13 09:03:16,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.18,SESS-F0059A7D18,REQ-1694BA55F398,
EVT-0004960,2026-09-12 13:31:28,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.26,SESS-BDACBFD35F,REQ-C6BFBC2F49E2,
EVT-0004971,2026-09-15 04:48:17,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.119,SESS-C8827707FF,REQ-4F4F2DBCAE36,
EVT-0004972,2026-09-13 20:11:51,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,9,25.25,SESS-66F565F75F,REQ-9EABC800F2E6,TIME_004|Timeout|Downstream response exceeded SLA
EVT-0005012,2026-09-12 05:47:04,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.085,SESS-F698D6137C,REQ-2B1D21F7A347,
EVT-0005019,2026-09-10 00:13:03,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.883,SESS-637DC309D4,REQ-35C53672A3B5,
EVT-0005020,2026-09-13 11:10:11,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,10.453,SESS-32D482D1EE,REQ-D3517F57C0F8,
EVT-0005026,2026-09-12 06:36:15,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,12.912,SESS-679F092977,REQ-B3A7EC8616AA,
EVT-0005048,2026-09-10 05:39:36,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.259,SESS-51DB384D8F,REQ-E52CDCD476DC,
EVT-0005050,2026-09-16 04:43:51,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,2.092,SESS-377D9B5D41,REQ-4CED20F5B677,
EVT-0005062,2026-09-16 05:14:55,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.691,SESS-08233565A4,REQ-52CEABCF79D9,
EVT-0005068,2026-09-11 20:57:33,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.872,SESS-3067238E00,REQ-9525BCDD2787,
EVT-0005069,2026-09-13 10:19:33,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.695,SESS-C39B992A87,REQ-20FF51694CBA,
EVT-0005087,2026-09-11 20:57:22,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.513,SESS-421E6071AA,REQ-9907E4DD7872,
EVT-0005095,2026-09-15 13:46:00,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,4.402,SESS-A0085F9959,REQ-FB34A42CA1FE,
EVT-0005127,2026-09-10 04:24:00,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.382,SESS-0A3C7ECBAF,REQ-E7A0407B4230,
EVT-0005139,2026-09-12 10:01:55,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,14.479,SESS-8708086E93,REQ-07E65C8E84EF,EXT_502|External Service|Downstream service returned 502
EVT-0005145,2026-09-16 05:21:47,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.073,SESS-F5DC41C69C,REQ-E8CDE1B60848,
EVT-0005176,2026-09-11 09:53:25,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,15.766,SESS-7DBB55E070,REQ-B0ECC8E1206B,EXT_502|External Service|Downstream service returned 502
EVT-0005204,2026-09-13 06:42:24,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.732,SESS-D32DADFB53,REQ-9741E008CC45,
EVT-0005220,2026-09-11 03:03:11,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,7.316,SESS-C17AE26748,REQ-BAE2C933DD16,
EVT-0005225,2026-09-11 02:29:18,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.331,SESS-3098056CBC,REQ-BAAAA47A6467,
EVT-0005240,2026-09-14 03:47:27,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,9.273,SESS-EDE45CF1D9,REQ-E78B82DC9BBF,
EVT-0005249,2026-09-11 15:00:51,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,2.67,SESS-E85DE6F39D,REQ-0346044967B3,
EVT-0005267,2026-09-12 06:11:42,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.478,SESS-990051F4A0,REQ-B99B40BA665C,
EVT-0005272,2026-09-14 18:57:26,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.074,SESS-C39E385CFC,REQ-D57E97CB425B,
EVT-0005307,2026-09-12 09:28:23,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.375,SESS-B791D39B57,REQ-74CF8A0CFB78,
EVT-0005313,2026-09-15 21:10:34,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,2.808,SESS-ED466FC58C,REQ-A94B5E553B87,
EVT-0005330,2026-09-11 22:13:53,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.212,SESS-A2E9E8E97F,REQ-F9F6A18474FE,
EVT-0005346,2026-09-16 08:50:19,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.23,SESS-39C719F2EF,REQ-2A138A541628,
EVT-0005349,2026-09-14 09:47:27,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,9,60.742,SESS-86F67EEEAE,REQ-13DB861BAF57,NET_CONN_003|Network|Connection reset by peer
EVT-0005355,2026-09-15 22:11:39,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.664,SESS-F59D71CE9B,REQ-3EAAE08F1E4F,
EVT-0005384,2026-09-11 11:51:03,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,44.15,SESS-2BC70DE4B5,REQ-84375908CB8B,INFRA_008|Infrastructure|Runtime node unavailable
EVT-0005438,2026-09-13 18:19:29,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,9.678,SESS-D71D7358AC,REQ-C96ED8D435FD,INFRA_008|Infrastructure|Runtime node unavailable
EVT-0005439,2026-09-10 01:19:58,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.316,SESS-04F619E693,REQ-0C07F478463A,
EVT-0005441,2026-09-12 08:41:41,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.886,SESS-E65F7B94E4,REQ-C4C8B1D69305,
EVT-0005461,2026-09-14 12:47:52,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.698,SESS-A3D55E77CF,REQ-290D49003061,
EVT-0005462,2026-09-10 13:03:43,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,2.696,SESS-7CC279CF6F,REQ-60EE5EFBD969,
EVT-0005477,2026-09-14 20:56:13,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.785,SESS-64E4380A97,REQ-195F1B9740B5,
EVT-0005498,2026-09-10 05:25:05,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.864,SESS-805FB01EE6,REQ-C62BD3484A07,
EVT-0005510,2026-09-10 19:25:42,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,9.359,SESS-78A58E3E22,REQ-A9C2E9C307A1,
EVT-0005523,2026-09-10 11:11:36,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,6.262,SESS-E06F5B72B4,REQ-0B800F1706CD,
EVT-0005540,2026-09-16 03:00:39,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,9,14.566,SESS-EEEA657B54,REQ-8332EA6F37E8,NET_CONN_003|Network|Connection reset by peer
EVT-0005552,2026-09-15 15:56:12,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,8.142,SESS-560008721C,REQ-017A3E223D22,
EVT-0005560,2026-09-10 05:54:00,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,9,36.071,SESS-11569F86F9,REQ-41A34EDCE645,EXT_502|External Service|Downstream service returned 502
EVT-0005583,2026-09-14 10:36:43,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,9,7.269,SESS-8849E34296,REQ-F506DE8CF375,VAL_400|Validation|Required business field failed validation
EVT-0005586,2026-09-11 15:16:28,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,18.129,SESS-BE3E267CEF,REQ-A8C6D772421B,
EVT-0005597,2026-09-13 09:19:04,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.224,SESS-98BAA31BF5,REQ-085A0B4B7D64,
EVT-0005640,2026-09-11 02:02:36,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.508,SESS-F191CF2630,REQ-1A4FA6C99457,
EVT-0005649,2026-09-14 02:32:20,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,2.582,SESS-D91AA36361,REQ-3D66B8B6D2AA,
EVT-0005654,2026-09-14 20:12:20,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,14.896,SESS-590D9E3CF2,REQ-6581E31B2A2D,
EVT-0005657,2026-09-12 17:50:17,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,12.793,SESS-D24A24D126,REQ-62E874D37FB7,
EVT-0005691,2026-09-11 14:52:15,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.909,SESS-BA5CDAA63A,REQ-F30827DA93B0,
EVT-0005693,2026-09-12 18:50:10,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.382,SESS-FA57D4B80B,REQ-495DAD60C16C,
EVT-0005737,2026-09-16 06:01:14,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,46.59,SESS-6A65E47A1E,REQ-313FDFD9FF00,CAP_003|Capacity|Downstream service is at capacity
EVT-0005750,2026-09-14 16:36:44,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,8.687,SESS-D2A7B371FE,REQ-810C7ABE8AE0,
EVT-0005751,2026-09-14 11:03:46,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.546,SESS-1B501282DA,REQ-7F56A1B9516F,
EVT-0005784,2026-09-15 04:02:59,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,10.998,SESS-383C929415,REQ-5A8C03222F06,
EVT-0005794,2026-09-10 03:06:21,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,5,17.776,SESS-DB0EA061DD,REQ-B48EAA68AA20,TIME_004|Timeout|Downstream response exceeded SLA
EVT-0005803,2026-09-15 23:29:30,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.517,SESS-C31DD1DFD8,REQ-A45F33448430,
EVT-0005804,2026-09-14 01:05:39,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.352,SESS-302443A044,REQ-8748FF580B71,
EVT-0005807,2026-09-11 14:37:00,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.695,SESS-2766F58091,REQ-C893A7F6959D,
EVT-0005809,2026-09-13 02:54:20,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,5,22.067,SESS-3DD19CDB2D,REQ-55FA589E4676,TIME_004|Timeout|Downstream response exceeded SLA
EVT-0005833,2026-09-14 17:54:30,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,16.462,SESS-FD959DBD11,REQ-E1828F191064,
EVT-0005857,2026-09-10 03:08:58,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,5.49,SESS-D427D845D5,REQ-DB8F0DF2A472,
EVT-0005877,2026-09-10 20:22:52,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,17.098,SESS-0E722961E1,REQ-38ED87EBBB59,
EVT-0005904,2026-09-16 00:10:50,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,9,32.246,SESS-C18D5B4F47,REQ-B17A735B9A17,DB_COMMIT_014|Database|Transaction commit failed
EVT-0005945,2026-09-12 00:06:46,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,15.316,SESS-677F8D6837,REQ-359C25E52DB5,
EVT-0005959,2026-09-14 22:02:48,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,3.175,SESS-78E9E3E27F,REQ-CB09AF00E25C,
EVT-0005962,2026-09-12 20:34:17,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,13.062,SESS-8D130B929A,REQ-7A51F76D2E44,
EVT-0005980,2026-09-12 05:27:33,PAY,IF_HCMPAY_SAPFIN_001,SAP_ERP,SFTP,Batch,1,11.611,SESS-942EB32BDC,REQ-346E8D67F8B9,
EVT-0005990,2026-09-10 15:40:10,WM,IF_HCMWM_SAPFIN_001,SAP_ERP,ESB,Async,1,4.821,SESS-F0B11ADAAE,REQ-BD874A5064F4,
