Date,InterfaceID,priority_weight,process_impact_weight,frequency,days_to_quarter_end,close_calendar_multiplier,CoIF
2025-08-26,IF_MFG_003,25,35,20,35,1.013,34.05
2025-08-26,IF_MFG_004,5,20,7,35,1.013,16.87
2025-08-26,IF_PRC_001,60,70,153,35,1.013,53.36
2025-08-26,IF_PRC_002,25,55,16,35,1.013,33.76
2025-08-26,IF_PRC_003,5,15,6,35,1.013,21.69
2025-08-26,IF_ASM_001,60,85,21,35,1.013,55.76
2025-08-26,IF_ASM_002,60,80,31,35,1.013,57.16
2025-08-26,IF_DLV_001,100,100,49,35,1.013,71.66
2025-08-27,IF_ORD_001,100,90,44,34,1.016,70.6
2025-08-27,IF_PAY_001,100,100,59,34,1.016,73.04
2025-08-27,IF_PAY_002,25,30,12,34,1.016,26.99
2025-08-27,IF_ORD_002,100,90,58,34,1.016,71.87
2025-08-27,IF_ORD_003,60,80,16,34,1.016,52.82
2025-08-27,IF_MFG_001,60,75,30,34,1.016,54.41
2025-08-27,IF_MFG_002,25,65,16,34,1.016,36.58
2025-08-27,IF_MFG_003,25,35,22,34,1.016,31.53
2025-08-27,IF_MFG_004,5,20,11,34,1.016,22.89
2025-08-27,IF_PRC_001,60,70,26,34,1.016,51.32
2025-08-27,IF_PRC_002,25,55,19,34,1.016,35.25
2025-08-27,IF_PRC_003,5,15,32,34,1.016,24.65
2025-08-27,IF_ASM_001,60,85,26,34,1.016,62.31
2025-08-27,IF_ASM_002,60,80,30,34,1.016,50.41
2025-08-27,IF_DLV_001,100,100,33,34,1.016,71.28
2025-08-28,IF_ORD_001,100,90,28,33,1.018,68.77
2025-08-28,IF_PAY_001,100,100,51,33,1.018,73.93
2025-08-28,IF_PAY_002,25,30,20,33,1.018,28.64
2025-08-28,IF_ORD_002,100,90,31,33,1.018,65.29
2025-08-28,IF_ORD_003,60,80,26,33,1.018,55.61
2025-08-28,IF_MFG_001,60,75,11,33,1.018,47.75
2025-08-28,IF_MFG_002,25,65,13,33,1.018,38.36
2025-08-28,IF_MFG_003,25,35,23,33,1.018,26.68
2025-08-28,IF_MFG_004,5,20,8,33,1.018,25.61
2025-08-28,IF_PRC_001,60,70,32,33,1.018,53.9
2025-08-28,IF_PRC_002,25,55,24,33,1.018,42.86
2025-08-28,IF_PRC_003,5,15,10,33,1.018,18.21
2025-08-28,IF_ASM_001,60,85,24,33,1.018,49.14
2025-08-28,IF_ASM_002,60,80,39,33,1.018,55.3
2025-08-28,IF_DLV_001,100,100,27,33,1.018,71.12
2025-08-29,IF_ORD_001,100,90,49,32,1.021,74.82
2025-08-29,IF_PAY_001,100,100,30,32,1.021,69.32
2025-08-29,IF_PAY_002,25,30,14,32,1.021,27.74
2025-08-29,IF_ORD_002,100,90,46,32,1.021,70.52
2025-08-29,IF_ORD_003,60,80,37,32,1.021,54.25
2025-08-29,IF_MFG_001,60,75,34,32,1.021,55.08
2025-08-29,IF_MFG_002,25,65,55,32,1.021,37.08
2025-08-29,IF_MFG_003,25,35,11,32,1.021,24.82
2025-08-29,IF_MFG_004,5,20,11,32,1.021,17.49
2025-08-29,IF_PRC_001,60,70,44,32,1.021,53.79
2025-08-29,IF_PRC_002,25,55,15,32,1.021,34.6
2025-08-29,IF_PRC_003,5,15,7,32,1.021,12.03
2025-08-29,IF_ASM_001,60,85,22,32,1.021,56.06
2025-08-29,IF_ASM_002,60,80,32,32,1.021,56.01
2025-08-29,IF_DLV_001,100,100,23,32,1.021,72.54
2025-08-30,IF_ORD_001,100,90,62,31,1.024,75.98
2025-08-30,IF_PAY_001,100,100,57,31,1.024,76.06
2025-08-30,IF_PAY_002,25,30,14,31,1.024,32.2
2025-08-30,IF_ORD_002,100,90,40,31,1.024,67.14
2025-08-30,IF_ORD_003,60,80,28,31,1.024,58.77
2025-08-30,IF_MFG_001,60,75,42,31,1.024,55.12
2025-08-30,IF_MFG_002,25,65,23,31,1.024,42.88
2025-08-30,IF_MFG_003,25,35,12,31,1.024,25.31
2025-08-30,IF_MFG_004,5,20,9,31,1.024,18.35
2025-08-30,IF_PRC_001,60,70,21,31,1.024,54.1
2025-08-30,IF_PRC_002,25,55,20,31,1.024,35.94
2025-08-30,IF_PRC_003,5,15,11,31,1.024,19.17
2025-08-30,IF_ASM_001,60,85,29,31,1.024,55.39
2025-08-30,IF_ASM_002,60,80,42,31,1.024,63.78
2025-08-30,IF_DLV_001,100,100,49,31,1.024,75.69
2025-08-31,IF_ORD_001,100,90,36,30,1.028,69.47
2025-08-31,IF_PAY_001,100,100,40,30,1.028,71.53
2025-08-31,IF_PAY_002,25,30,23,30,1.028,28.96
2025-08-31,IF_ORD_002,100,90,39,30,1.028,67.08
2025-08-31,IF_ORD_003,60,80,100,30,1.028,59.67
2025-08-31,IF_MFG_001,60,75,21,30,1.028,51.7
2025-08-31,IF_MFG_002,25,65,27,30,1.028,39.1
2025-08-31,IF_MFG_003,25,35,13,30,1.028,27.64
2025-08-31,IF_MFG_004,5,20,16,30,1.028,26.68
2025-08-31,IF_PRC_001,60,70,27,30,1.028,52.52
2025-08-31,IF_PRC_002,25,55,25,30,1.028,35.57
2025-08-31,IF_PRC_003,5,15,8,30,1.028,14.28
2025-08-31,IF_ASM_001,60,85,20,30,1.028,51.81
2025-08-31,IF_ASM_002,60,80,37,30,1.028,58.34
2025-08-31,IF_DLV_001,100,100,26,30,1.028,74.06
2025-09-01,IF_ORD_001,100,90,23,29,1.032,73.56
2025-09-01,IF_PAY_001,100,100,23,29,1.032,71.36
2025-09-01,IF_PAY_002,25,30,12,29,1.032,24.16
2025-09-01,IF_ORD_002,100,90,53,29,1.032,74.48
2025-09-01,IF_ORD_003,60,80,21,29,1.032,58.64
2025-09-01,IF_MFG_001,60,75,21,29,1.032,52.6
2025-09-01,IF_MFG_002,25,65,20,29,1.032,40.94
2025-09-01,IF_MFG_003,25,35,17,29,1.032,27.95
2025-09-01,IF_MFG_004,5,20,14,29,1.032,19.65
2025-09-01,IF_PRC_001,60,70,32,29,1.032,50.75
2025-09-01,IF_PRC_002,25,55,17,29,1.032,38.43
2025-09-01,IF_PRC_003,5,15,12,29,1.032,13.4
2025-09-01,IF_ASM_001,60,85,17,29,1.032,62.92
2025-09-01,IF_ASM_002,60,80,92,29,1.032,62.59
2025-09-01,IF_DLV_001,100,100,36,29,1.032,69.06
2025-09-02,IF_ORD_001,100,90,40,28,1.037,74.32
2025-09-02,IF_PAY_001,100,100,47,28,1.037,73.76
2025-09-02,IF_PAY_002,25,30,14,28,1.037,27.87
2025-09-02,IF_ORD_002,100,90,66,28,1.037,72.22
2025-09-02,IF_ORD_003,60,80,18,28,1.037,56.02
2025-09-02,IF_MFG_001,60,75,35,28,1.037,59.03
2025-09-02,IF_MFG_002,25,65,20,28,1.037,34.52
2025-09-02,IF_MFG_003,25,35,5,28,1.037,23.96
2025-09-02,IF_MFG_004,5,20,6,28,1.037,13.44
2025-09-02,IF_PRC_001,60,70,44,28,1.037,54.06
2025-09-02,IF_PRC_002,25,55,9,28,1.037,35.64
2025-09-02,IF_PRC_003,5,15,10,28,1.037,17.43
2025-09-02,IF_ASM_001,60,85,33,28,1.037,60.01
2025-09-02,IF_ASM_002,60,80,35,28,1.037,53.33
2025-09-02,IF_DLV_001,100,100,42,28,1.037,71.91
2025-09-03,IF_ORD_001,100,90,37,27,1.042,65.24
2025-09-03,IF_PAY_001,100,100,60,27,1.042,74.74
2025-09-03,IF_PAY_002,25,30,16,27,1.042,32.78
2025-09-03,IF_ORD_002,100,90,70,27,1.042,77.34
2025-09-03,IF_ORD_003,60,80,43,27,1.042,55.86
2025-09-03,IF_MFG_001,60,75,24,27,1.042,48.27
2025-09-03,IF_MFG_002,25,65,22,27,1.042,36.83
2025-09-03,IF_MFG_003,25,35,15,27,1.042,23.78
2025-09-03,IF_MFG_004,5,20,11,27,1.042,21.87
2025-09-03,IF_PRC_001,60,70,21,27,1.042,50.54
2025-09-03,IF_PRC_002,25,55,9,27,1.042,33.36
2025-09-03,IF_PRC_003,5,15,4,27,1.042,14.01
2025-09-03,IF_ASM_001,60,85,33,27,1.042,56.56
2025-09-03,IF_ASM_002,60,80,18,27,1.042,52.17
2025-09-03,IF_DLV_001,100,100,37,27,1.042,71.76
2025-09-04,IF_ORD_001,100,90,32,26,1.049,72.86
2025-09-04,IF_PAY_001,100,100,33,26,1.049,74.07
2025-09-04,IF_PAY_002,25,30,13,26,1.049,28.93
2025-09-04,IF_ORD_002,100,90,50,26,1.049,77.23
2025-09-04,IF_ORD_003,60,80,64,26,1.049,58.13
2025-09-04,IF_MFG_001,60,75,42,26,1.049,56.75
2025-09-04,IF_MFG_002,25,65,14,26,1.049,39.57
2025-09-04,IF_MFG_003,25,35,10,26,1.049,26.05
2025-09-04,IF_MFG_004,5,20,9,26,1.049,16.69
2025-09-04,IF_PRC_001,60,70,18,26,1.049,56.2
2025-09-04,IF_PRC_002,25,55,26,26,1.049,38.79
2025-09-04,IF_PRC_003,5,15,46,26,1.049,25.49
2025-09-04,IF_ASM_001,60,85,190,26,1.049,66.17
2025-09-04,IF_ASM_002,60,80,37,26,1.049,59.41
2025-09-04,IF_DLV_001,100,100,37,26,1.049,69.01
2025-09-05,IF_ORD_001,100,90,46,25,1.056,77.87
2025-09-05,IF_PAY_001,100,100,71,25,1.056,83.91
2025-09-05,IF_PAY_002,25,30,58,25,1.056,29.24
2025-09-05,IF_ORD_002,100,90,40,25,1.056,72.99
2025-09-05,IF_ORD_003,60,80,22,25,1.056,55.74
2025-09-05,IF_MFG_001,60,75,37,25,1.056,58.11
2025-09-05,IF_MFG_002,25,65,15,25,1.056,38.39
2025-09-05,IF_MFG_003,25,35,22,25,1.056,31.43
2025-09-05,IF_MFG_004,5,20,10,25,1.056,12.62
2025-09-05,IF_PRC_001,60,70,43,25,1.056,54.83
2025-09-05,IF_PRC_002,25,55,19,25,1.056,32.44
2025-09-05,IF_PRC_003,5,15,7,25,1.056,12.57
2025-09-05,IF_ASM_001,60,85,30,25,1.056,60.08
2025-09-05,IF_ASM_002,60,80,22,25,1.056,56.66
2025-09-05,IF_DLV_001,100,100,54,25,1.056,78.54
2025-09-06,IF_ORD_001,100,90,38,24,1.065,78.35
2025-09-06,IF_PAY_001,100,100,50,24,1.065,74.45
2025-09-06,IF_PAY_002,25,30,14,24,1.065,29.34
2025-09-06,IF_ORD_002,100,90,48,24,1.065,72.76
2025-09-06,IF_ORD_003,60,80,35,24,1.065,57.71
2025-09-06,IF_MFG_001,60,75,40,24,1.065,57.64
2025-09-06,IF_MFG_002,25,65,21,24,1.065,36.39
2025-09-06,IF_MFG_003,25,35,23,24,1.065,33.81
2025-09-06,IF_MFG_004,5,20,9,24,1.065,14.07
2025-09-06,IF_PRC_001,60,70,29,24,1.065,45.55
2025-09-06,IF_PRC_002,25,55,11,24,1.065,32.73
2025-09-06,IF_PRC_003,5,15,5,24,1.065,18.15
2025-09-06,IF_ASM_001,60,85,32,24,1.065,57.05
2025-09-06,IF_ASM_002,60,80,38,24,1.065,54.57
2025-09-06,IF_DLV_001,100,100,46,24,1.065,71.9
2025-09-07,IF_ORD_001,100,90,57,23,1.075,81.01
2025-09-07,IF_PAY_001,100,100,56,23,1.075,77.1
2025-09-07,IF_PAY_002,25,30,15,23,1.075,26.21
2025-09-07,IF_ORD_002,100,90,44,23,1.075,70.67
2025-09-07,IF_ORD_003,60,80,47,23,1.075,56.64
2025-09-07,IF_MFG_001,60,75,41,23,1.075,54.7
2025-09-07,IF_MFG_002,25,65,24,23,1.075,36.92
2025-09-07,IF_MFG_003,25,35,18,23,1.075,31.11
2025-09-07,IF_MFG_004,5,20,17,23,1.075,18.9
2025-09-07,IF_PRC_001,60,70,32,23,1.075,54.95
2025-09-07,IF_PRC_002,25,55,24,23,1.075,35.68
2025-09-07,IF_PRC_003,5,15,8,23,1.075,20.01
2025-09-07,IF_ASM_001,60,85,25,23,1.075,57.21
2025-09-07,IF_ASM_002,60,80,16,23,1.075,50.57
2025-09-07,IF_DLV_001,100,100,61,23,1.075,84.52
2025-09-08,IF_ORD_001,100,90,63,22,1.086,74.95
2025-09-08,IF_PAY_001,100,100,59,22,1.086,79.66
2025-09-08,IF_PAY_002,25,30,19,22,1.086,31.26
2025-09-08,IF_ORD_002,100,90,42,22,1.086,71.22
2025-09-08,IF_ORD_003,60,80,29,22,1.086,55.41
2025-09-08,IF_MFG_001,60,75,44,22,1.086,55.53
2025-09-08,IF_MFG_002,25,65,15,22,1.086,38.86
2025-09-08,IF_MFG_003,25,35,15,22,1.086,29.09
2025-09-08,IF_MFG_004,5,20,5,22,1.086,14.25
2025-09-08,IF_PRC_001,60,70,33,22,1.086,53.41
2025-09-08,IF_PRC_002,25,55,17,22,1.086,36.52
2025-09-08,IF_PRC_003,5,15,6,22,1.086,17.25
2025-09-08,IF_ASM_001,60,85,24,22,1.086,52.33
2025-09-08,IF_ASM_002,60,80,28,22,1.086,49.92
2025-09-08,IF_DLV_001,100,100,57,22,1.086,77.7
2025-09-09,IF_ORD_001,100,90,70,21,1.1,79.12
2025-09-09,IF_PAY_001,100,100,44,21,1.1,73.99
2025-09-09,IF_PAY_002,25,30,18,21,1.1,33.04
2025-09-09,IF_ORD_002,100,90,33,21,1.1,69.86
2025-09-09,IF_ORD_003,60,80,44,21,1.1,60.28
2025-09-09,IF_MFG_001,60,75,40,21,1.1,52.88
2025-09-09,IF_MFG_002,25,65,17,21,1.1,37.03
2025-09-09,IF_MFG_003,25,35,17,21,1.1,32.66
2025-09-09,IF_MFG_004,5,20,4,21,1.1,13.47
2025-09-09,IF_PRC_001,60,70,97,21,1.1,61.73
2025-09-09,IF_PRC_002,25,55,7,21,1.1,30.9
2025-09-09,IF_PRC_003,5,15,7,21,1.1,14.5
2025-09-09,IF_ASM_001,60,85,20,21,1.1,56.15
2025-09-09,IF_ASM_002,60,80,21,21,1.1,57.85
2025-09-09,IF_DLV_001,100,100,44,21,1.1,73.53
2025-09-10,IF_ORD_001,100,90,37,20,1.115,70.64
2025-09-10,IF_PAY_001,100,100,44,20,1.115,79.98
2025-09-10,IF_PAY_002,25,30,18,20,1.115,30.61
2025-09-10,IF_ORD_002,100,90,29,20,1.115,75.68
2025-09-10,IF_ORD_003,60,80,37,20,1.115,59.96
2025-09-10,IF_MFG_001,60,75,18,20,1.115,55.0
2025-09-10,IF_MFG_002,25,65,14,20,1.115,35.82
2025-09-10,IF_MFG_003,25,35,16,20,1.115,29.04
2025-09-10,IF_MFG_004,5,20,17,20,1.115,17.73
2025-09-10,IF_PRC_001,60,70,28,20,1.115,55.67
2025-09-10,IF_PRC_002,25,55,22,20,1.115,42.17
2025-09-10,IF_PRC_003,5,15,7,20,1.115,21.21
2025-09-10,IF_ASM_001,60,85,21,20,1.115,57.03
2025-09-10,IF_ASM_002,60,80,26,20,1.115,55.07
2025-09-10,IF_DLV_001,100,100,56,20,1.115,80.32
2025-09-11,IF_ORD_001,100,90,40,19,1.133,70.64
2025-09-11,IF_PAY_001,100,100,35,19,1.133,79.29
2025-09-11,IF_PAY_002,25,30,14,19,1.133,33.82
2025-09-11,IF_ORD_002,100,90,32,19,1.133,70.39
2025-09-11,IF_ORD_003,60,80,32,19,1.133,55.88
2025-09-11,IF_MFG_001,60,75,29,19,1.133,57.29
2025-09-11,IF_MFG_002,25,65,28,19,1.133,35.87
2025-09-11,IF_MFG_003,25,35,21,19,1.133,35.49
2025-09-11,IF_MFG_004,5,20,15,19,1.133,23.45
2025-09-11,IF_PRC_001,60,70,25,19,1.133,50.9
2025-09-11,IF_PRC_002,25,55,20,19,1.133,41.1
2025-09-11,IF_PRC_003,5,15,9,19,1.133,19.45
2025-09-11,IF_ASM_001,60,85,26,19,1.133,58.68
2025-09-11,IF_ASM_002,60,80,55,19,1.133,58.31
2025-09-11,IF_DLV_001,100,100,30,19,1.133,73.57
2025-09-12,IF_ORD_001,100,90,30,18,1.153,71.46
2025-09-12,IF_PAY_001,100,100,28,18,1.153,70.27
2025-09-12,IF_PAY_002,25,30,17,18,1.153,31.28
2025-09-12,IF_ORD_002,100,90,45,18,1.153,73.95
2025-09-12,IF_ORD_003,60,80,103,18,1.153,57.94
2025-09-12,IF_MFG_001,60,75,33,18,1.153,52.62
2025-09-12,IF_MFG_002,25,65,17,18,1.153,38.86
2025-09-12,IF_MFG_003,25,35,65,18,1.153,41.32
2025-09-12,IF_MFG_004,5,20,12,18,1.153,26.71
2025-09-12,IF_PRC_001,60,70,36,18,1.153,53.34
2025-09-12,IF_PRC_002,25,55,16,18,1.153,36.95
2025-09-12,IF_PRC_003,5,15,18,18,1.153,22.28
2025-09-12,IF_ASM_001,60,85,37,18,1.153,57.75
2025-09-12,IF_ASM_002,60,80,23,18,1.153,58.48
2025-09-12,IF_DLV_001,100,100,54,18,1.153,79.09
2025-09-13,IF_ORD_001,100,90,37,17,1.176,77.89
2025-09-13,IF_PAY_001,100,100,50,17,1.176,77.16
2025-09-13,IF_PAY_002,25,30,16,17,1.176,28.4
2025-09-13,IF_ORD_002,100,90,42,17,1.176,73.95
2025-09-13,IF_ORD_003,60,80,33,17,1.176,55.36
2025-09-13,IF_MFG_001,60,75,19,17,1.176,49.87
2025-09-13,IF_MFG_002,25,65,26,17,1.176,39.82
2025-09-13,IF_MFG_003,25,35,7,17,1.176,24.84
2025-09-13,IF_MFG_004,5,20,14,17,1.176,22.12
2025-09-13,IF_PRC_001,60,70,26,17,1.176,51.67
2025-09-13,IF_PRC_002,25,55,20,17,1.176,36.79
2025-09-13,IF_PRC_003,5,15,17,17,1.176,23.62
2025-09-13,IF_ASM_001,60,85,28,17,1.176,55.31
2025-09-13,IF_ASM_002,60,80,21,17,1.176,63.87
2025-09-13,IF_DLV_001,100,100,29,17,1.176,68.43
2025-09-14,IF_ORD_001,100,90,52,16,1.203,73.32
2025-09-14,IF_PAY_001,100,100,63,16,1.203,76.8
2025-09-14,IF_PAY_002,25,30,13,16,1.203,30.89
2025-09-14,IF_ORD_002,100,90,23,16,1.203,69.76
2025-09-14,IF_ORD_003,60,80,26,16,1.203,54.2
2025-09-14,IF_MFG_001,60,75,111,16,1.203,67.82
2025-09-14,IF_MFG_002,25,65,23,16,1.203,47.54
2025-09-14,IF_MFG_003,25,35,10,16,1.203,29.54
2025-09-14,IF_MFG_004,5,20,20,16,1.203,22.39
2025-09-14,IF_PRC_001,60,70,17,16,1.203,55.59
2025-09-14,IF_PRC_002,25,55,14,16,1.203,36.25
2025-09-14,IF_PRC_003,5,15,11,16,1.203,19.68
2025-09-14,IF_ASM_001,60,85,19,16,1.203,54.57
2025-09-14,IF_ASM_002,60,80,36,16,1.203,58.86
2025-09-14,IF_DLV_001,100,100,42,16,1.203,77.69
2025-09-15,IF_ORD_001,100,90,49,15,1.235,77.02
2025-09-15,IF_PAY_001,100,100,54,15,1.235,73.55
2025-09-15,IF_PAY_002,25,30,26,15,1.235,35.95
2025-09-15,IF_ORD_002,100,90,41,15,1.235,74.16
2025-09-15,IF_ORD_003,60,80,35,15,1.235,57.88
2025-09-15,IF_MFG_001,60,75,22,15,1.235,58.1
2025-09-15,IF_MFG_002,25,65,20,15,1.235,44.13
2025-09-15,IF_MFG_003,25,35,22,15,1.235,33.47
2025-09-15,IF_MFG_004,5,20,9,15,1.235,25.48
2025-09-15,IF_PRC_001,60,70,19,15,1.235,54.04
2025-09-15,IF_PRC_002,25,55,28,15,1.235,38.3
2025-09-15,IF_PRC_003,5,15,11,15,1.235,18.76
2025-09-15,IF_ASM_001,60,85,43,15,1.235,59.93
2025-09-15,IF_ASM_002,60,80,37,15,1.235,59.76
2025-09-15,IF_DLV_001,100,100,74,15,1.235,81.76
2025-09-16,IF_ORD_001,100,90,54,14,1.271,70.06
2025-09-16,IF_PAY_001,100,100,36,14,1.271,72.8
2025-09-16,IF_PAY_002,25,30,14,14,1.271,31.35
2025-09-16,IF_ORD_002,100,90,49,14,1.271,69.74
2025-09-16,IF_ORD_003,60,80,21,14,1.271,58.23
2025-09-16,IF_MFG_001,60,75,15,14,1.271,54.59
2025-09-16,IF_MFG_002,25,65,11,14,1.271,33.58
2025-09-16,IF_MFG_003,25,35,21,14,1.271,34.71
2025-09-16,IF_MFG_004,5,20,6,14,1.271,18.47
2025-09-16,IF_PRC_001,60,70,28,14,1.271,59.55
2025-09-16,IF_PRC_002,25,55,11,14,1.271,37.56
2025-09-16,IF_PRC_003,5,15,9,14,1.271,23.63
2025-09-16,IF_ASM_001,60,85,27,14,1.271,55.17
2025-09-16,IF_ASM_002,60,80,41,14,1.271,54.69
2025-09-16,IF_DLV_001,100,100,44,14,1.271,75.97
2025-09-17,IF_ORD_001,100,90,31,13,1.312,68.38
2025-09-17,IF_PAY_001,100,100,74,13,1.312,78.84
2025-09-17,IF_PAY_002,25,30,11,13,1.312,26.89
2025-09-17,IF_ORD_002,100,90,50,13,1.312,71.61
2025-09-17,IF_ORD_003,60,80,51,13,1.312,60.49
2025-09-17,IF_MFG_001,60,75,20,13,1.312,59.57
2025-09-17,IF_MFG_002,25,65,18,13,1.312,46.64
2025-09-17,IF_MFG_003,25,35,18,13,1.312,39.49
2025-09-17,IF_MFG_004,5,20,12,13,1.312,23.76
2025-09-17,IF_PRC_001,60,70,34,13,1.312,53.81
2025-09-17,IF_PRC_002,25,55,26,13,1.312,40.99
2025-09-17,IF_PRC_003,5,15,17,13,1.312,28.3
2025-09-17,IF_ASM_001,60,85,33,13,1.312,61.21
2025-09-17,IF_ASM_002,60,80,26,13,1.312,63.55
2025-09-17,IF_DLV_001,100,100,70,13,1.312,84.24
2025-09-18,IF_ORD_001,100,90,60,12,1.36,80.19
2025-09-18,IF_PAY_001,100,100,28,12,1.36,81.11
2025-09-18,IF_PAY_002,25,30,14,12,1.36,30.14
2025-09-18,IF_ORD_002,100,90,58,12,1.36,74.17
2025-09-18,IF_ORD_003,60,80,52,12,1.36,63.16
2025-09-18,IF_MFG_001,60,75,26,12,1.36,58.98
2025-09-18,IF_MFG_002,25,65,12,12,1.36,42.86
2025-09-18,IF_MFG_003,25,35,129,12,1.36,43.03
2025-09-18,IF_MFG_004,5,20,15,12,1.36,26.29
2025-09-18,IF_PRC_001,60,70,34,12,1.36,57.76
2025-09-18,IF_PRC_002,25,55,21,12,1.36,43.62
2025-09-18,IF_PRC_003,5,15,7,12,1.36,16.53
2025-09-18,IF_ASM_001,60,85,31,12,1.36,65.16
2025-09-18,IF_ASM_002,60,80,36,12,1.36,61.27
2025-09-18,IF_DLV_001,100,100,55,12,1.36,74.41
2025-09-19,IF_ORD_001,100,90,31,11,1.415,71.15
2025-09-19,IF_PAY_001,100,100,36,11,1.415,79.94
2025-09-19,IF_PAY_002,25,30,20,11,1.415,31.99
2025-09-19,IF_ORD_002,100,90,37,11,1.415,72.71
2025-09-19,IF_ORD_003,60,80,23,11,1.415,56.4
2025-09-19,IF_MFG_001,60,75,34,11,1.415,62.08
2025-09-19,IF_MFG_002,25,65,15,11,1.415,42.82
2025-09-19,IF_MFG_003,25,35,14,11,1.415,34.46
2025-09-19,IF_MFG_004,5,20,4,11,1.415,21.15
2025-09-19,IF_PRC_001,60,70,33,11,1.415,57.72
2025-09-19,IF_PRC_002,25,55,18,11,1.415,41.34
2025-09-19,IF_PRC_003,5,15,16,11,1.415,28.28
2025-09-19,IF_ASM_001,60,85,32,11,1.415,60.59
2025-09-19,IF_ASM_002,60,80,23,11,1.415,58.8
2025-09-19,IF_DLV_001,100,100,53,11,1.415,76.67
2025-09-20,IF_ORD_001,100,90,63,10,1.479,79.07
2025-09-20,IF_PAY_001,100,100,58,10,1.479,82.92
2025-09-20,IF_PAY_002,25,30,24,10,1.479,34.85
2025-09-20,IF_ORD_002,100,90,33,10,1.479,72.13
2025-09-20,IF_ORD_003,60,80,104,10,1.479,66.38
2025-09-20,IF_MFG_001,60,75,38,10,1.479,59.32
2025-09-20,IF_MFG_002,25,65,11,10,1.479,41.98
2025-09-20,IF_MFG_003,25,35,25,10,1.479,37.98
2025-09-20,IF_MFG_004,5,20,9,10,1.479,17.45
2025-09-20,IF_PRC_001,60,70,34,10,1.479,60.22
2025-09-20,IF_PRC_002,25,55,25,10,1.479,48.15
2025-09-20,IF_PRC_003,5,15,14,10,1.479,26.18
2025-09-20,IF_ASM_001,60,85,20,10,1.479,57.87
2025-09-20,IF_ASM_002,60,80,15,10,1.479,54.89
2025-09-20,IF_DLV_001,100,100,44,10,1.479,77.05
2025-09-21,IF_ORD_001,100,90,39,9,1.553,76.69
2025-09-21,IF_PAY_001,100,100,41,9,1.553,74.81
2025-09-21,IF_PAY_002,25,30,21,9,1.553,39.34
2025-09-21,IF_ORD_002,100,90,33,9,1.553,71.81
2025-09-21,IF_ORD_003,60,80,93,9,1.553,64.06
2025-09-21,IF_MFG_001,60,75,50,9,1.553,63.86
2025-09-21,IF_MFG_002,25,65,20,9,1.553,45.83
2025-09-21,IF_MFG_003,25,35,8,9,1.553,31.17
2025-09-21,IF_MFG_004,5,20,11,9,1.553,20.01
2025-09-21,IF_PRC_001,60,70,34,9,1.553,61.12
2025-09-21,IF_PRC_002,25,55,10,9,1.553,40.1
2025-09-21,IF_PRC_003,5,15,15,9,1.553,29.67
2025-09-21,IF_ASM_001,60,85,42,9,1.553,62.28
2025-09-21,IF_ASM_002,60,80,31,9,1.553,58.59
2025-09-21,IF_DLV_001,100,100,50,9,1.553,72.07
2025-09-22,IF_ORD_001,100,90,168,8,1.638,85.23
2025-09-22,IF_PAY_001,100,100,47,8,1.638,80.12
2025-09-22,IF_PAY_002,25,30,12,8,1.638,37.31
2025-09-22,IF_ORD_002,100,90,35,8,1.638,74.27
2025-09-22,IF_ORD_003,60,80,29,8,1.638,62.74
2025-09-22,IF_MFG_001,60,75,27,8,1.638,54.72
2025-09-22,IF_MFG_002,25,65,17,8,1.638,41.75
2025-09-22,IF_MFG_003,25,35,26,8,1.638,41.54
2025-09-22,IF_MFG_004,5,20,18,8,1.638,25.9
2025-09-22,IF_PRC_001,60,70,44,8,1.638,62.72
2025-09-22,IF_PRC_002,25,55,17,8,1.638,37.89
2025-09-22,IF_PRC_003,5,15,8,8,1.638,19.54
2025-09-22,IF_ASM_001,60,85,41,8,1.638,63.93
2025-09-22,IF_ASM_002,60,80,36,8,1.638,60.0
2025-09-22,IF_DLV_001,100,100,68,8,1.638,79.87
2025-09-23,IF_ORD_001,100,90,43,7,1.736,82.47
2025-09-23,IF_PAY_001,100,100,43,7,1.736,83.29
2025-09-23,IF_PAY_002,25,30,17,7,1.736,33.47
2025-09-23,IF_ORD_002,100,90,36,7,1.736,78.17
2025-09-23,IF_ORD_003,60,80,31,7,1.736,60.39
2025-09-23,IF_MFG_001,60,75,56,7,1.736,70.58
2025-09-23,IF_MFG_002,25,65,16,7,1.736,45.85
2025-09-23,IF_MFG_003,25,35,20,7,1.736,38.45
2025-09-23,IF_MFG_004,5,20,11,7,1.736,25.65
2025-09-23,IF_PRC_001,60,70,49,7,1.736,68.83
2025-09-23,IF_PRC_002,25,55,17,7,1.736,44.82
2025-09-23,IF_PRC_003,5,15,9,7,1.736,29.94
2025-09-23,IF_ASM_001,60,85,29,7,1.736,66.26
2025-09-23,IF_ASM_002,60,80,45,7,1.736,65.87
2025-09-23,IF_DLV_001,100,100,63,7,1.736,84.19
2025-09-24,IF_ORD_001,100,90,45,6,1.849,79.32
2025-09-24,IF_PAY_001,100,100,57,6,1.849,82.07
2025-09-24,IF_PAY_002,25,30,18,6,1.849,37.67
2025-09-24,IF_ORD_002,100,90,57,6,1.849,78.75
2025-09-24,IF_ORD_003,60,80,65,6,1.849,61.35
2025-09-24,IF_MFG_001,60,75,32,6,1.849,63.49
2025-09-24,IF_MFG_002,25,65,13,6,1.849,44.08
